snapshot_date,valor_total_nao_contado,valor_top_50,valor_top_100,valor_top_200,pct_valor_top_50,pct_valor_top_100,pct_valor_top_200
2026-02-23,4289220.59,1473114.23,2027811.11,2711075.9,34.34,47.28,63.21
